date,ticker,close,ret_fwd_1,year,month,quarter,doy,iso_week,weekday,year_digit,seas_iso_week_mu,seas_month_mu,seas_year_digit_mu,seasonality_score_weekly,seasonality_signal_weekly
2001-11-16,CL=F,18.030000686645508,0.051580608009404116,2001,11,4,320,46,4,1,0.001275531265082922,-0.007277651885380238,0.0035297789293447577,-0.5006847698573873,0
2001-11-23,CL=F,18.959999084472656,0.025316533373572758,2001,11,4,327,47,4,1,0.0036938871286590646,-0.007277651885380238,0.0035297789293447577,-0.3526923986336778,0
2001-11-30,CL=F,19.440000534057617,-0.02057611149904548,2001,11,4,334,48,4,1,-0.02127666690093669,-0.007277651885380238,0.0035297789293447577,-1.8807766468075517,-1
2001-12-07,CL=F,19.040000915527344,0.01313025146947977,2001,12,4,341,49,4,1,-0.0009793779517526162,0.006510966684508562,0.0035297789293447577,0.20512574458003283,0
2001-12-14,CL=F,19.290000915527344,0.01710730471974342,2001,12,4,348,50,4,1,0.0048040710727215675,0.006510966684508562,0.0035297789293447577,0.5590465003606618,0
2001-12-21,CL=F,19.6200008392334,0.04026498340402607,2001,12,4,355,51,4,1,0.018324539578337098,0.006510966684508562,0.0035297789293447577,1.3864376318059146,1
2001-12-28,CL=F,20.40999984741211,0.05928471341829589,2001,12,4,362,52,4,1,0.014590655884036463,0.006510966684508562,0.0035297789293447577,1.1579409452281342,1
2002-01-04,CL=F,21.6200008392334,-0.0897317510986001,2002,1,1,4,1,4,2,-0.007543666296502575,0.0017318062008038844,0.003038987751700531,-0.5190758778988065,0
2002-01-11,CL=F,19.68000030517578,-0.0853658678416761,2002,1,1,11,2,4,2,0.005872242345713938,0.0017318062008038844,0.003038987751700531,0.3019166658314171,0
2002-01-18,CL=F,18.0,0.11111111111111116,2002,1,1,18,3,4,2,0.013421187381705411,0.0017318062008038844,0.003038987751700531,0.7638777415110692,1
2002-01-25,CL=F,20.0,0.019999980926513672,2002,1,1,25,4,4,2,-0.006795715722142579,0.0017318062008038844,0.003038987751700531,-0.47330470719360385,0
2002-02-01,CL=F,20.399999618530273,-0.007352922614470181,2002,2,1,32,5,4,2,0.0017947665504162115,0.014491131805023783,0.003038987751700531,0.8332063569732879,1
2002-02-08,CL=F,20.25,0.06172839506172845,2002,2,1,39,6,4,2,0.012684093411063534,0.014491131805023783,0.003038987751700531,1.4995835959103938,1
2002-02-15,CL=F,21.5,-0.019534887269485823,2002,2,1,46,7,4,2,0.021536435009512883,0.014491131805023783,0.003038987751700531,2.0413066085440774,1
2002-02-22,CL=F,21.079999923706055,0.06072109541167747,2002,2,1,53,8,4,2,0.02465555856258558,0.014491131805023783,0.003038987751700531,2.232182772681621,1
2002-03-01,CL=F,22.360000610351562,0.06663683946539645,2002,3,1,60,9,4,2,-0.0061535463841635085,-0.00033097322774472464,0.003038987751700531,-0.56023957854741,0
2002-03-08,CL=F,23.850000381469727,0.026415058729142737,2002,3,1,67,10,4,2,-0.019013921342725757,-0.00033097322774472464,0.003038987751700531,-1.3472359894599175,-1
2002-03-15,CL=F,24.479999542236328,0.03186277374310165,2002,3,1,74,11,4,2,-0.003070652757354639,-0.00033097322774472464,0.003038987751700531,-0.37158052098950595,0
2002-03-22,CL=F,25.260000228881836,0.03840060588144456,2002,3,1,81,12,4,2,0.01654927799272396,-0.00033097322774472464,0.003038987751700531,0.8290699369027449,1
2002-03-29,CL=F,26.229999542236328,-0.00038125158430646344,2002,3,1,88,13,4,2,0.010365166861963608,-0.00033097322774472464,0.003038987751700531,0.4506304839105759,0
2002-04-05,CL=F,26.219999313354492,-0.10564449362911355,2002,4,2,95,14,4,2,0.003868116574131233,-0.0009759726748382133,0.003038987751700531,0.013569548591341133,0
2002-04-12,CL=F,23.450000762939453,0.12579952066581668,2002,4,2,102,15,4,2,0.009262940184431953,-0.0009759726748382133,0.003038987751700531,0.34370819793033214,0
2002-04-19,CL=F,26.399999618530273,0.02840909131959113,2002,4,2,109,16,4,2,-0.004066487744328074,-0.0009759726748382133,0.003038987751700531,-0.4719921197705022,0
2002-04-26,CL=F,27.149999618530273,-0.01583794884778933,2002,4,2,116,17,4,2,-0.016424644625390915,-0.0009759726748382133,0.003038987751700531,-1.2282550702853976,-1
2002-05-03,CL=F,26.719999313354492,0.043413169057693324,2002,5,2,123,18,4,2,0.02847035408665441,0.01330441461340359,0.003038987751700531,2.3930092044068454,1
2002-05-10,CL=F,27.8799991607666,0.011477819648687992,2002,5,2,130,19,4,2,0.015382984397632757,0.01330441461340359,0.003038987751700531,1.5921217492018338,1
2002-05-17,CL=F,28.200000762939453,-0.08226955813497017,2002,5,2,137,20,4,2,0.0104164903843381,0.01330441461340359,0.003038987751700531,1.28819492157236,1
2002-05-24,CL=F,25.8799991607666,-0.020479087963045206,2002,5,2,144,21,4,2,-0.004871865789037528,0.01330441461340359,0.003038987751700531,0.35261711175212257,0
2002-05-31,CL=F,25.350000381469727,-0.02445762642617566,2002,5,2,151,22,4,2,0.011988600760752787,0.01330441461340359,0.003038987751700531,1.384400920836241,1
2002-06-07,CL=F,24.729999542236328,0.04609791015361986,2002,6,2,158,23,4,2,0.0068744604089686235,0.006267440356536886,0.003038987751700531,0.6408080149989234,0
2002-06-14,CL=F,25.8700008392334,-0.004638609792830373,2002,6,2,165,24,4,2,0.004291928378055893,0.006267440356536886,0.003038987751700531,0.4827688096146561,0
2002-06-21,CL=F,25.75,0.04310681981947817,2002,6,2,172,25,4,2,0.006284547458140892,0.006267440356536886,0.003038987751700531,0.6047080275142558,0
2002-06-28,CL=F,26.860000610351562,-0.0022338559913469558,2002,6,2,179,26,4,2,0.008522499067936912,0.006267440356536886,0.003038987751700531,0.7416604795524225,1
2002-07-05,CL=F,26.799999237060547,0.025000003558486306,2002,7,3,186,27,4,2,-0.002831609824252901,-0.002989104174905379,0.003038987751700531,-0.5196176964902328,0
2002-07-12,CL=F,27.469999313354492,0.013105228225344323,2002,7,3,193,28,4,2,-0.0033039679408278034,-0.002989104174905379,0.003038987751700531,-0.5485238631928092,0
2002-07-19,CL=F,27.829999923706055,-0.04635282111804351,2002,7,3,200,29,4,2,-0.002020611723671748,-0.002989104174905379,0.003038987751700531,-0.4699883041536362,0
2002-07-26,CL=F,26.540000915527344,0.011303663402853603,2002,7,3,207,30,4,2,-0.0029050106183190396,-0.002989104174905379,0.003038987751700531,-0.5241094909887843,0
2002-08-02,CL=F,26.84000015258789,0.0007451735339034649,2002,8,3,214,31,4,2,-0.004021001749301929,-0.0018325935351104898,0.003038987751700531,-0.5216298814820839,0
2002-08-09,CL=F,26.860000610351562,0.09195827465478845,2002,8,3,221,32,4,2,-0.006538607020634113,-0.0018325935351104898,0.003038987751700531,-0.6756958647070666,0
2002-08-16,CL=F,29.329999923706055,-0.02045688315821559,2002,8,3,228,33,4,2,0.009475525174090676,-0.0018325935351104898,0.003038987751700531,0.30429613410599377,0
2002-08-23,CL=F,28.729999542236328,0.008701705672931492,2002,8,3,235,34,4,2,0.0037365942776646298,-0.0018325935351104898,0.003038987751700531,-0.04690031487119314,0
2002-08-30,CL=F,28.979999542236328,0.021739167635149714,2002,8,3,242,35,4,2,-0.010914657636732708,-0.0018325935351104898,0.003038987751700531,-0.943490243948563,-1
2002-09-06,CL=F,29.610000610351562,0.006754436050936841,2002,9,3,249,36,4,2,-0.0020262505959542506,-0.000754681297106526,0.003038987751700531,-0.3335968677692131,0
2002-09-13,CL=F,29.809999465942383,0.0010063967521967143,2002,9,3,256,37,4,2,-0.0009830796838719525,-0.000754681297106526,0.003038987751700531,-0.2697595561494221,0
2002-09-20,CL=F,29.84000015258789,0.023458470487934813,2002,9,3,263,38,4,2,0.007104619235964709,-0.000754681297106526,0.003038987751700531,0.22517080497622297,0
2002-09-27,CL=F,30.540000915527344,-0.030124428576103757,2002,9,3,270,39,4,2,-0.005616595785808467,-0.000754681297106526,0.003038987751700531,-0.5533096512188915,0
2002-10-04,CL=F,29.6200008392334,-0.008440242839860446,2002,10,4,277,40,4,2,0.013613125833795762,-0.003973587942908274,0.003038987751700531,0.4264793487727137,0
2002-10-11,CL=F,29.3700008392334,0.0078311043808037,2002,10,4,284,41,4,2,-0.009788335244887215,-0.003973587942908274,0.003038987751700531,-1.005583552843585,-1
2002-10-18,CL=F,29.600000381469727,-0.08614868620088056,2002,10,4,291,42,4,2,-0.0028325897407683277,-0.003973587942908274,0.003038987751700531,-0.579923588449019,0
2002-10-25,CL=F,27.049999237060547,0.002957483399720351,2002,10,4,298,43,4,2,-0.015632811804728385,-0.003973587942908274,0.003038987751700531,-1.3632389160097222,-1
2002-11-01,CL=F,27.1299991607666,-0.0497603581231717,2002,11,4,305,44,4,2,-0.0038593576446925037,-0.007277651885380238,0.003038987751700531,-0.8449507848069387,-1
2002-11-08,CL=F,25.780000686645508,-0.010473252543532152,2002,11,4,312,45,4,2,-0.02592740823483849,-0.007277651885380238,0.003038987751700531,-2.1954150338075116,-1
2002-11-15,CL=F,25.510000228881836,0.04900039156349267,2002,11,4,319,46,4,2,0.001275531265082922,-0.007277651885380238,0.003038987751700531,-0.530718955995667,0
2002-11-22,CL=F,26.760000228881836,0.004857965607425241,2002,11,4,326,47,4,2,0.0036938871286590646,-0.007277651885380238,0.003038987751700531,-0.3827265847719575,0
2002-11-29,CL=F,26.889999389648438,0.0014875759180099646,2002,11,4,333,48,4,2,-0.02127666690093669,-0.007277651885380238,0.003038987751700531,-1.9108108329458315,-1
2002-12-06,CL=F,26.93000030517578,0.05607130381619885,2002,12,4,340,49,4,2,-0.0009793779517526162,0.006510966684508562,0.003038987751700531,0.17509155844175317,0
2002-12-13,CL=F,28.440000534057617,0.06540079704905533,2002,12,4,347,50,4,2,0.0048040710727215675,0.006510966684508562,0.003038987751700531,0.5290123142223822,0
2002-12-20,CL=F,30.299999237060547,0.07986805427647092,2002,12,4,354,51,4,2,0.018324539578337098,0.006510966684508562,0.003038987751700531,1.356403445667635,1
2002-12-27,CL=F,32.720001220703125,0.011002463231076343,2002,12,4,361,52,4,2,0.014590655884036463,0.006510966684508562,0.003038987751700531,1.1279067590898546,1
2003-01-03,CL=F,33.08000183105469,-0.04232168828251448,2003,1,1,3,1,4,3,-0.007543666296502575,0.0017318062008038844,0.0010607713774696155,-0.6401337157569131,0
2003-01-10,CL=F,31.68000030517578,0.07039139901371771,2003,1,1,10,2,4,3,0.005872242345713938,0.0017318062008038844,0.0010607713774696155,0.1808588279733103,0
2003-01-17,CL=F,33.90999984741211,-0.01857862196844906,2003,1,1,17,3,4,3,0.013421187381705411,0.0017318062008038844,0.0010607713774696155,0.6428199036529625,0
2003-01-24,CL=F,33.279998779296875,0.006911044190885285,2003,1,1,24,4,4,3,-0.006795715722142579,0.0017318062008038844,0.0010607713774696155,-0.5943625450517106,0
2003-01-31,CL=F,33.5099983215332,0.048045380214686295,2003,1,1,31,5,4,3,0.0017947665504162115,0.0017318062008038844,0.0010607713774696155,-0.06866413125778545,0
2003-02-07,CL=F,35.119998931884766,0.04783600103274899,2003,2,1,38,6,4,3,0.012684093411063534,0.014491131805023783,0.0010607713774696155,1.3785257580522872,1
2003-02-14,CL=F,36.79999923706055,-0.03315210411138336,2003,2,1,45,7,4,3,0.021536435009512883,0.014491131805023783,0.0010607713774696155,1.9202487706859708,1
2003-02-21,CL=F,35.58000183105469,0.028667695069541477,2003,2,1,52,8,4,3,0.02465555856258558,0.014491131805023783,0.0010607713774696155,2.1111249348235144,1
2003-02-28,CL=F,36.599998474121094,0.03224044684073224,2003,2,1,59,9,4,3,-0.0061535463841635085,0.014491131805023783,0.0010607713774696155,0.2257479458442583,0
2003-03-07,CL=F,37.779998779296875,-0.06352561643005716,2003,3,1,66,10,4,3,-0.019013921342725757,-0.00033097322774472464,0.0010607713774696155,-1.4682938273180242,-1
2003-03-14,CL=F,35.380001068115234,-0.23940081868274343,2003,3,1,73,11,4,3,-0.003070652757354639,-0.00033097322774472464,0.0010607713774696155,-0.49263835884761265,0
2003-03-21,CL=F,26.90999984741211,0.12077294754472279,2003,3,1,80,12,4,3,0.01654927799272396,-0.00033097322774472464,0.0010607713774696155,0.7080120990446382,1
2003-03-28,CL=F,30.15999984741211,-0.05106097533057019,2003,3,1,87,13,4,3,0.010365166861963608,-0.00033097322774472464,0.0010607713774696155,0.32957264605246916,0
2003-04-04,CL=F,28.6200008392334,-0.016771538627174176,2003,4,2,94,14,4,3,0.003868116574131233,-0.0009759726748382133,0.0010607713774696155,-0.1074882892667656,0
2003-04-11,CL=F,28.139999389648438,0.08564320894401467,2003,4,2,101,15,4,3,0.009262940184431953,-0.0009759726748382133,0.0010607713774696155,0.22265036007222538,0
2003-04-18,CL=F,30.549999237060547,-0.14042550295629685,2003,4,2,108,16,4,3,-0.004066487744328074,-0.0009759726748382133,0.0010607713774696155,-0.5930499576286089,0
2003-04-25,CL=F,26.260000228881836,-0.0224676369933533,2003,4,2,115,17,4,3,-0.016424644625390915,-0.0009759726748382133,0.0010607713774696155,-1.3493129081435042,-1
2003-05-02,CL=F,25.670000076293945,0.07985972851452017,2003,5,2,122,18,4,3,0.02847035408665441,0.01330441461340359,0.0010607713774696155,2.271951366548739,1
2003-05-09,CL=F,27.719999313354492,0.05122655524777886,2003,5,2,129,19,4,3,0.015382984397632757,0.01330441461340359,0.0010607713774696155,1.4710639113437274,1
2003-05-16,CL=F,29.139999389648438,0.0006863575217086471,2003,5,2,136,20,4,3,0.0104164903843381,0.01330441461340359,0.0010607713774696155,1.1671370837142534,1
2003-05-23,CL=F,29.15999984741211,0.013717408114656493,2003,5,2,143,21,4,3,-0.004871865789037528,0.01330441461340359,0.0010607713774696155,0.2315592738940158,0
2003-05-30,CL=F,29.559999465942383,0.05818678118329568,2003,5,2,150,22,4,3,0.011988600760752787,0.01330441461340359,0.0010607713774696155,1.2633430829781342,1
2003-06-06,CL=F,31.280000686645508,-0.020140698666423096,2003,6,2,157,23,4,3,0.0068744604089686235,0.006267440356536886,0.0010607713774696155,0.5197501771408167,0
2003-06-13,CL=F,30.649999618530273,0.005546495217284342,2003,6,2,164,24,4,3,0.004291928378055893,0.006267440356536886,0.0010607713774696155,0.36171097175654937,0
2003-06-20,CL=F,30.81999969482422,-0.05029199391331751,2003,6,2,171,25,4,3,0.006284547458140892,0.006267440356536886,0.0010607713774696155,0.483650189656149,0
2003-06-27,CL=F,29.270000457763672,0.03928936113922221,2003,6,2,178,26,4,3,0.008522499067936912,0.006267440356536886,0.0010607713774696155,0.6206026416943159,0
2003-07-04,CL=F,30.420000076293945,0.028270894417970593,2003,7,3,185,27,4,3,-0.002831609824252901,-0.002989104174905379,0.0010607713774696155,-0.6406755343483396,0
2003-07-11,CL=F,31.280000686645508,0.02173907873721581,2003,7,3,192,28,4,3,-0.0033039679408278034,-0.002989104174905379,0.0010607713774696155,-0.669581701050916,0
2003-07-18,CL=F,31.959999084472656,-0.05600747995791899,2003,7,3,199,29,4,3,-0.002020611723671748,-0.002989104174905379,0.0010607713774696155,-0.5910461420117429,0
2003-07-25,CL=F,30.170000076293945,0.07093143160707438,2003,7,3,206,30,4,3,-0.0029050106183190396,-0.002989104174905379,0.0010607713774696155,-0.645167328846891,0
2003-08-01,CL=F,32.310001373291016,-0.004023555016704483,2003,8,3,213,31,4,3,-0.004021001749301929,-0.0018325935351104898,0.0010607713774696155,-0.6426877193401908,0
2003-08-08,CL=F,32.18000030517578,-0.0351150111062456,2003,8,3,220,32,4,3,-0.006538607020634113,-0.0018325935351104898,0.0010607713774696155,-0.7967537025651732,-1
2003-08-15,CL=F,31.049999237060547,0.0254428642492337,2003,8,3,227,33,4,3,0.009475525174090676,-0.0018325935351104898,0.0010607713774696155,0.183238296247887,0
2003-08-22,CL=F,31.84000015258789,-0.008479913833848607,2003,8,3,234,34,4,3,0.0037365942776646298,-0.0018325935351104898,0.0010607713774696155,-0.16795815272929981,0
2003-08-29,CL=F,31.56999969482422,-0.08520749319166554,2003,8,3,241,35,4,3,-0.010914657636732708,-0.0018325935351104898,0.0010607713774696155,-1.0645480818066697,-1
2003-09-05,CL=F,28.8799991607666,-0.021121839360425332,2003,9,3,248,36,4,3,-0.0020262505959542506,-0.000754681297106526,0.0010607713774696155,-0.45465470562731986,0
2003-09-12,CL=F,28.270000457763672,-0.043862743227428114,2003,9,3,255,37,4,3,-0.0009830796838719525,-0.000754681297106526,0.0010607713774696155,-0.3908173940075288,0
2003-09-19,CL=F,27.030000686645508,0.041805369295639494,2003,9,3,262,38,4,3,0.007104619235964709,-0.000754681297106526,0.0010607713774696155,0.10411296711811628,0
2003-09-26,CL=F,28.15999984741211,0.07954544684857368,2003,9,3,269,39,4,3,-0.005616595785808467,-0.000754681297106526,0.0010607713774696155,-0.6743674890769983,0
